Document ID,Segment position,Text,Tags,Summary,Non-operative,Not AI-related,Segment annotated,Segment validated,Summaries and tags may include unreviewed machine output
50,20,"c.	After IOT&E, as directed by the DOT&E, system data will be collected and any further changes to the system will undergo appropriate V&V and T&E to ensure that critical safety features have not been degraded. 
(1)	System software will be tested using best-available DoD means and methods to validate that critical safety features have not been degraded.  Automated testing tools, such as modeling and simulation, will be used whenever feasible.  The testing will identify any new operating states and other relevant changes in the autonomous or semi-autonomous weapon system. 
(2)	As directed by the DOT&E: 
(a)	Each new or revised operating state will undergo appropriate and tailored additional T&E to characterize the system behavior in that new operating state. 
(b)	Changes to the state transition matrix may require whole system follow-on operational T&E. 
d.	In coordination with the USD(R&E) and DOT&E, the owning Component will provide for monitoring to identify and address when changes to the system design or operational environment require additional T&E to provide sufficient confidence that the system will continue to avoid unintended engagements and resist interference by unauthorized parties. 
",,Requires system data collection and validation and verification to ensure no degradation of critical safety features.,false,false,true,false,false
50,21,"SECTION 4:  GUIDELINES FOR REVIEW OF CERTAIN AUTONOMOUS WEAPON SYSTEMS 

4.1.  Autonomous weapon systems intended to be used in a manner that falls outside the policies in Paragraphs 1.2.d.(1) through 1.2.d.(4) must be approved by the USD(P), USD(R&E), and VCJCS before formal development and by the USD(P), USD(A&S), and VCJCS before fielding.  If the weapon system in question is to be developed and then fielded by DoD, it will need to undergo both reviews and receive approvals.  A review is not needed if the weapon system is covered by a previous approval for formal development or fielding.  Requests for senior review and approval should be submitted to USD(P), attention to the Director of the Emerging Capabilities Policy Office. 
a.	An autonomous weapon system that is a variant of an existing weapon system previously 
approved through this review will not be covered by previous approval if changes to the system algorithms, intended mission set, intended operational environments, intended target sets, or expected adversarial countermeasures substantially differ from those applicable to the previously approved weapon system so as to fall outside the scope of what was previously approved in the senior review.  Such systems will require a new senior review before their formal development and again before fielding. 
b.	An autonomous weapon system that is a modification of an existing weapon system not previously approved through this review requires the senior review described in Paragraph 1.2.c unless it is intended to be used in a manner that falls within the policies in Paragraphs 1.2.d.(1) through 1.2.d.(4). ",,Requires approval for autonomous weapons outside existing policies before development and fielding.,false,false,true,false,false
50,22,"c.	Before a decision to enter formal development, the USD(P), USD(R&E), and VCJCS will verify that: 
(1)	The system design incorporates the necessary capabilities to allow commanders and operators to exercise appropriate levels of human judgment over the use of force in the envisioned planning and employment processes for the weapon. 
(2)	The system is designed to complete engagements within a timeframe and geographic area, as well as other applicable environmental and operational parameters, consistent with commander and operator intentions.  If unable to do so, the system will terminate engagements or obtain additional operator input before continuing the engagement. 
(3)	The combination of the system’s design and concept of employment (e.g., its target selection and engagement logic and other relevant processes or measures) accounts for risks to non-targets, consistent with commander and operator intent. 
(4)	The system design, including system safety, anti-tamper mechanisms, and cybersecurity in accordance with DoDI 8500.01, addresses and minimizes the probability and consequences of failures. 
(5)	Plans are in place for V&V and T&E to establish system reliability, effectiveness, and suitability under realistic conditions, including possible adversary actions, to a sufficient standard consistent with the potential consequences of an unintended engagement or unauthorized parties interfering with the operation of the system. 
(6)	For systems incorporating AI capabilities, plans are in place to ensure consistency with the DoD AI Ethical Principles and the DoD Responsible AI Strategy and Implementation Pathway. 
(7)	A preliminary legal review of the weapon system has been completed in coordination with the GC DoD and in accordance with DoDD 5000.01, DoDD 2311.01 and, where applicable, DoDD 3000.03E. ",,"Requires that the USD(P), USD(R&E), and VCJCS will very system design ensures human judgment, compliance, safety, reliability, ethical AI use, and legal review completion.",false,false,true,false,false
50,23,"d.	Before fielding, the USD(P), USD(A&S), and VCJCS will verify that: 
(1)	System capabilities, human-machine interfaces, doctrine, TTPs, and training have been demonstrated to allow commanders and operators to exercise appropriate levels of human judgment over the use of force and to employ systems with appropriate care and in accordance with the law of war, applicable treaties, weapon system safety rules, and ROE that are applicable or reasonably expected to be applicable. 
(2)	System safety, anti-tamper mechanisms, cyber survivability, operational resilience, and cybersecurity capabilities have been implemented in accordance with DoDI 5000.83, the Joint Capabilities Integration and Development System Manual, and DoDI 8500.01 to minimize the probability and consequences of failures.  A monitoring regime is in place to identify and address changes in operational environment, data inputs, and use that could contribute to such failures. 
(3)	V&V and T&E: 
(a)	Assess system performance, capability, reliability, effectiveness, and suitability under realistic conditions, including possible adversary actions, consistent with the potential consequences of unintended engagement or unauthorized parties interfering with the operation of the system. 
(b)	Have demonstrated that the system can be reprogrammed with sufficient rapidity to enable timely correction of any unintended system behaviors that may be observed or discovered during future system operations. 
(4)	Adequate training, TTPs, and doctrine are available, periodically reviewed, and used by system operators and commanders to understand the functioning, capabilities, and limitations of the system’s autonomy in realistic operational conditions. 
(5)	System design and human-machine interfaces are readily understandable to trained operators, provide transparent feedback on system status, and provide clear procedures for trained operators to activate and deactivate system functions. 
(6)	For systems incorporating AI capabilities, the deployment and use of the AI capabilities in the weapon system will be consistent with the DoD AI Ethical Principles and the DoD Responsible AI Strategy and Implementation Pathway. 
(7)	A legal review of the weapon system has been completed, in coordination with the GC DoD, and in accordance with DoDD 5000.01, DoDD 2311.01, and, where applicable, DoDD 3000.03E. 

4.2.	In cases of urgent military need, the USD(P), USD(A&S), USD(R&E), or VCJCS may request a Deputy Secretary of Defense waiver of the requirements in this section and Paragraph 1.2.c. 

4.3.	Figure 1 illustrates the senior review process and can help determine whether a weapon system needs to undergo senior review.  

[Chart omitted from plaintext version.]
 ",,"Requires the USD(P), USD(A&S), and VCJCS verify system compliance with laws, safety, cybersecurity, and ethical AI principles before weapon deployment.",false,false,true,false,false
50,24,"SECTION 5:  AUTONOMOUS WEAPON SYSTEM WORKING GROUP 

5.1.  GENERAL. 
The Autonomous Weapon System Working Group will: 
a.	Support the USD(P), the USD(R&E), and the VCJCS in considering the full range of 
relevant DoD interests during the review of autonomous weapon systems before formal development. 
b.	Support the USD(P), the USD(A&S), and the VCJCS in considering the full range of 
relevant DoD interests during the review of autonomous weapon systems before fielding. 
c.	When requested by appropriate representatives of the Secretaries of the Military 
Departments; the Commander, USSOCOM; or, when applicable, a Director of a Defense Agency or a DoD Field Activity: 
(1)	Advise whether a given weapon system requires senior-level approval in accordance with this directive. 
(2)	Help identify and advise on addressing potential issues presented by a given weapon system during a potential senior-level review in accordance with this directive. 
",,"Requires the Autonomous Weapon System Working Group to support USD(P), USD(R&E), and VCJCS in reviewing autonomous weapon systems for development and fielding.",false,false,true,false,false
50,25,"5.2.  MEMBERSHIP. 

In addition to representatives of the USD(P), the Autonomous Weapon System Working Group will consist of representatives of each of the following officials listed below.  All members of the working group will be full time Federal Government employees, permanent part-time Federal Government employees, or Service members on active duty.  The parent organizations for the representatives will be responsible for any expenses, to include travel related expenses, associated with participation in the working group: 
a.	USD(A&S). 
b.	USD(R&E). 
c.	GC DoD. 
d.	CDAO. 
e.	DOT&E. 
f.	CJCS representatives from: 
(1) Director for Strategy, Plans and Policy (Joint Staff J5). 
(2)	Director, Command, Control, Communications and Computers/Cyber, Chief Information Officer (Joint Staff J6). 
(3)	Director for Force Structure, Resources and Assessment (Joint Staff J8). 
(4)	Legal Counsel to the Chairman of the Joint Chiefs of Staff. 
",,Discusses membership of the Autonomous Weapon System Working Group which is comprised of representatives from specific federal officials.,false,false,true,false,false
50,26,"GLOSSARY 

G.1.  ACRONYMS. 	
ACRONYM 	MEANING 
AI 	artificial intelligence 
CJCS 	Chairman of the Joint Chiefs of Staff 
CDAO 	Chief Digital and Artificial Intelligence Officer 
DoDD 	DoD directive 
DoDI 	DoD instruction 
DOT&E 	Director of Operational Test and Evaluation 
GC DoD 	General Counsel of the Department of Defense 
IOT&E 	initial operational test and evaluation 
ROE 	rules of engagement 
T&E 	test and evaluation 
TTPs 	tactics, techniques, and procedures 
USD(A&S) 	Under Secretary of Defense for Acquisition and Sustainment 
USD(P) 	Under Secretary of Defense for Policy 
USD(R&E) 	Under Secretary of Defense for Research and Engineering 
USSOCOM 	United States Special Operations Command 
VCJCS 	Vice Chairman of the Joint Chiefs of Staff 
V&V 	verification and validation 
",,"Defines acronyms related to artificial intelligence and defense, including AI, CJCS, and CDAO.",false,false,true,false,false
50,27,"G.2.  DEFINITIONS. 
Unless otherwise noted, these terms and their definitions are for the purpose of this directive. 
 
autonomous weapon 	A weapon system that, once activated, can select and engage targets system 	without further intervention by an operator.  This includes, but is not limited to, operator-supervised autonomous weapon systems that are designed to allow operators to override operation of the weapon system, but can select and engage targets without further operator input after activation. 
 
failure 	An actual or perceived degradation or loss of intended functionality or inability of the system to perform as intended or designed.  Failure can result from a number of causes, including, but not limited to, human error, faulty human-machine interaction, malfunctions, communications degradation, software coding errors, enemy cyber-attacks or infiltration into the industrial supply chain, jamming, spoofing, decoys, other enemy countermeasures or actions, or unanticipated situations on the battlefield.  For the purposes of this issuance, minimizing the probability and consequences of failure means reducing the probability and consequences of unintended engagements to acceptable levels while meeting mission objectives and does not mean achieving the lowest possible level of risk by never engaging targets. 
 
fielding 	Making a weapon system available for, or placing it into, operational use (rather than testing, exercises, or experiments), regardless of the acquisition approach employed for the weapon system, including major defense acquisition programs, middle tier acquisitions, or prototyping efforts such as joint concept technology demonstrations. 
 
formal development 	Begins at “Milestone B,” as described in Paragraph 3.10 of DoDI 5000.85, in the case of major defense acquisition programs. For cases other than major defense acquisition programs, begins after the preliminary design review that correlates with the end of the technology maturation and risk reduction phase. 
 ",,"Defines ""autonomous weapon"" as self-operating post-activation; ""failure"" as system malfunction; ""fielding"" as operational deployment.",false,false,true,false,false
50,28,"materiel 	Defined in the DoD Dictionary of Military and Associated Terms. 
 
operator-supervised autonomous weapon system 	An autonomous weapon system that is designed to provide operators with the ability to intervene and terminate engagements, including in the event of a weapon system failure, before unacceptable levels of damage occur. 
 
operating state 	A variable or vector reflecting the status of the system. 
 
operator 	A person who operates a platform or weapon system. 
 
remotely operated platform 	An air, land, surface, subsurface, or space platform that is actively controlled by an operator who is not physically on the platform. 
 
robust AI 	Defined in the DoD Responsible Artificial Intelligence Strategy and Implementation Pathway. 
 
semi-autonomous weapon system 	A weapon system that, once activated, is intended to only engage individual targets or specific target groups that have been selected by an operator.  This includes: 
 
Weapon systems that employ autonomy for engagement-related functions including, but not limited to, acquiring, tracking, and identifying potential targets; cuing potential targets to operators; prioritizing selected targets; timing of when to fire; or providing terminal guidance to home in on selected targets, provided that operator control is retained over the decision to select individual targets and specific target groups for engagement. 
 ",,Defines an operator-supervised autonomous weapon system allowing operator intervention before excessive damage occurs.,false,false,true,false,false
50,29,"“Fire and forget” or lock-on-after-launch homing munitions that rely on TTPs to maximize the probability that the only targets within the seeker’s acquisition basket when the seeker activates are those individual targets or specific target groups that have been selected by an operator. 
 
specific target group 	A discrete group of potential targets, such as a particular flight of enemy aircraft, a particular formation of enemy tanks, or a particular flotilla of enemy vessels.  A general class of targets or a specific type of target, such as a particular model of tank or aircraft, does not constitute a specific target group. 
 
state transition matrix 	A matrix that characterizes the ability of a system to transition from one operating state to another. 
 
target selection 	The identification of an individual target or a specific group of targets for engagement. 
 
unintended engagement 	The use of force against persons or objects that commanders or operators did not intend to be the targets of U.S. military operations, including unacceptable levels of collateral damage beyond those consistent with the law of war, ROE, and commander’s intent. 
 
weapon system 	Defined in the DoD Dictionary of Military and Associated Terms. 
 
weapon system safety rules 	Guidance for personnel, issued by competent authority, focused on addressing weapon safety issues and concerns that present significant mishap risk and is applied with a view towards ensuring freedom from conditions that can cause occupational illness, unintended death or injury, unintended damage to or loss of equipment or property, or unintended damage to the environment. 
 
[References omitted.]",,"Describes definitions of fore and forget, specific target group, target selection, unintended engagement, weapon system, and weapon system safety rules.",false,false,true,false,false
52,1,"SEC. 834. PLAN FOR ARTIFICIAL INTELLIGENCE DIGITAL ECOSYSTEM.

    (a) Plan.--Not later than 1 year 
after the date of the enactment of this Act, the Director of National 
Intelligence shall coordinate with the heads of other elements of the 
intelligence community and, in conjunction with the heads of those 
elements, shall--
            (1) develop a plan for the development and resourcing of a 
        modern digital ecosystem that embraces state-of-the-art tools 
        and modern processes to enable development, testing, fielding, 
        and continuous updating of artificial intelligence-powered 
        applications at speed and scale from headquarters to the 
        tactical edge; and
            (2) submit to the congressional intelligence committees the 
        plan developed under paragraph (1).
",,Requires the Director to develop and submit an AI digital ecosystem plan within one year.,false,false,false,false,true
52,2,"    (b) Contents of Plan.--At a minimum, the plan required by subsection 
(a) shall include the following:
            (1) Policies to enable elements of the intelligence 
        community to adopt a hoteling model to allow trusted small- and 
        medium-sized artificial intelligence companies access to 
        classified facilities on a flexible basis.
            (2) Policies for an open architecture and an evolving 
        reference design and guidance for needed technical investments 
        in the proposed ecosystem that address issues, including common 
        interfaces, authentication, applications, platforms, software, 
        hardware, and data infrastructure.
            (3) Policies to ensure, to the extent possible, 
        interoperability, and the reduction of duplication, of 
        artificial intelligence capabilities developed or acquired by 
        elements of the intelligence community.
            (4) A governance structure, 
        together with associated policies and guidance, to drive the 
        implementation of the reference throughout the intelligence 
        community on a federated basis.
            (5) Community standards for the use of artificial 
        intelligence and associated data, as appropriate.
            (6) Recommendations to ensure 
        that use of artificial intelligence and associated data by the 
        Federal Government related to United States persons comport with 
        rights relating to freedom of expression, equal protection, 
        privacy, and due process.

    (c) Form.--The plan submitted under subsection (a)(2) shall be 
submitted in unclassified form, but may include a classified annex.",,"Includes policies for AI access, open architecture, interoperability, governance, standards, and rights protection.",false,false,false,false,true
54,1,"SEC. 1432. RESEARCH ON THE HEALTH AND DEVELOPMENT EFFECTS OF MEDIA AND RELATED TECHNOLOGY ON INFANTS, CHILDREN, AND ADOLESCENTS.

    (a) In General.--The Secretary of Health and Human Services (in this 
section referred to as the ``Secretary'') shall, as appropriate, conduct 
or support research related to the health and developmental effects, 
including long-term effects, of media and related technology use on 
infants, children, and adolescents, which may include the effects of 
exposure to, and use of, media and related technology, such as social 
media, applications, websites, television, motion pictures, artificial 
intelligence, mobile devices, computers, video games, virtual and 
augmented reality, and other content, networks, or platforms 
disseminated through the internet, broadcasted, or other media 
technologies, as applicable.",,Mandates the Secretary to research media and technology effects on youth health and development.,false,false,false,false,true
54,2,"    (b) Activities.--In carrying out subsection 
(a), the Secretary, acting through the Director of the National 
Institutes of Health, shall, as appropriate, develop a research agenda 
to assess the effects of media and related technologies on infants, 
children, and adolescents, which may include consideration of the 
following, as appropriate:
            (1) The cognitive development of infants, children, and 
        adolescents, which may include effects related to language 
        development, learning abilities, and other areas of cognitive 
        development.
            (2) The physical health of infants, children, and 
        adolescents, which may include effects related to diet, 
        exercise, sleeping and eating routines, and other areas of 
        physical development.
            (3) The mental health of infants, children, and adolescents, 
        which may include effects related to self-awareness, social 
        awareness, relationship skills, decision-making, violence, 
        bullying, privacy, mental disorders, and other areas related to 
        mental health.
",,Requires the Secretary to develop a research agenda assessing media and technology effects on youth development.,false,false,false,false,true
54,3,"    (c) Consultation.--In developing the research agenda under 
subsection (b), the Secretary may consult with appropriate national 
research institutes, academies, and centers, relevant consortia, and 
non-Federal experts, as appropriate. The <<NOTE: Assessment.>>  
Secretary may utilize scientific workshops, symposia, and other 
activities to assess current knowledge and identify relevant research 
opportunities and gaps in this area.

    (d) Report to Congress.--Not later than 2 years after the date of 
enactment of this Act, the Director of the National Institutes of Health 
shall submit to the Committee on Energy and Commerce of the House of 
Representatives and the Committee on Health, Education, Labor, and 
Pensions of the Senate a report--
            (1) on the progress made in improving data and expanding 
        research on the health and developmental effects of media
        and related technology on infants, children, and adolescents in 
        accordance with this section; and
            (2) that summarizes the grants and 
        research funded under this section for each of the years covered 
        by the report.",,Allows the Secretary to consult experts and requires NIH Director to report research progress to Congress.,false,false,false,false,true
55,1,"SEC. 101. MANUFACTURING.GOV HUB.

    (a) Definition.--In this section, the term ``Secretary'' means the 
Secretary of Commerce.
    (b) Establishment.--Not later than 1 
year after the date of enactment of this Act, the Secretary, in 
coordination with the Chief Information Officer of the Department of 
Commerce, shall modify the manufacturing.gov website by establishing a 
section of the website to be known as the ``manufacturing.gov hub''.
    (c) Functions.--The manufacturing.gov hub established under 
subsection (b) shall--
            (1) serve as the primary hub for information relating to 
        every Federal manufacturing program, including the programs 
        identified in the report of the Government Accountability Office 
        entitled ``U.S. Manufacturing'' (GAO 17-240), published on March 
        28, 2017;
            (2) provide the contact information of relevant program 
        offices carrying out the Federal manufacturing programs 
        described in paragraph (1);
            (3) provide an avenue for public input and feedback relating 
        to--
                    (A) the functionality of the website of the 
                Department of Commerce;
                    (B) the Federal manufacturing programs described in 
                paragraph (1); and
                    (C) any other manufacturing-related challenges 
                experienced by manufacturers in the United States;
            (4) establish web pages within the hub that shall focus on--
                    (A) technology and research and development;
                    (B) trade;
                    (C) workforce development and training;
                    (D) industrial commons and supply chains; and
                    (E) small and medium manufacturers; and
            (5) use machine learning to--
                    (A) identify frequently asked questions; and
                    (B) disseminate to the public answers to the 
                questions identified under subparagraph (A).

    (d) No Additional Funds.--No additional funds are authorized to be 
appropriated for the purpose of carrying out this section.",,"Establishes a manufacturing.gov hub for federal program information, public feedback, and machine learning-driven FAQs.",false,false,false,false,true
56,1,"SEC. 40210. CRITICAL MINERALS MINING AND RECYCLING RESEARCH.

(a) Definitions.--In this section:
	(1) Critical mineral.--The term ``critical mineral'' has the meaning given the term in section 7002(a) of the Energy Act of 2020 (30 U.S.C. 1606(a)).
	(2) Critical minerals and metals.--The term ``critical minerals and metals'' includes any host mineral of a critical mineral.
	(3) Director.--The term ``Director'' means the Director of the Foundation.
	(4) End-to-end.--The term ``end-to-end'', with respect to the integration of mining or life cycle of minerals, means the integrated approach of, or the lifecycle determined by, examining the research and developmental process from the mining of the raw minerals to its processing into useful materials, its integration into components and devices, the utilization of such devices in the end-use application to satisfy certain
performance metrics, and the recycling or disposal of such devices.
	(5) Foreign entity of concern.--The term ``foreign entity of concern'' means a foreign entity that is--
		(A) designated as a foreign terrorist organization by the Secretary of State under section 219(a) of the Immigration and Nationality Act (8 U.S.C. 1189(a));
		(B) included on the list of specially designated nationals and blocked persons maintained by the Office of Foreign Assets Control of the Department of the Treasury (commonly known as the SDN list);
		(C) owned by, controlled by, or subject to the jurisdiction or direction of a government of a foreign country that is a covered nation (as defined in section 2533c(d) of title 10, United States Code);
		(D) alleged by the Attorney General to have been involved in activities for which a conviction was obtained under--
			(i) chapter 37 of title 18, United States Code (commonly known as the ``Espionage Act'');
			(ii) section 951 or 1030 of title 18, United States Code;
			(iii) chapter 90 of title 18, United States Code (commonly known as the ``Economic Espionage Act of 1996)'';
			(iv) the Arms Export Control Act (22 U.S.C. 2751 et seq.);
			(v) section 224, 225, 226, 227, or 236 of the Atomic Energy Act of 1954 (42 U.S.C. 2274, 2275, 2276, 2277, and 2284);
			(vi) the Export Control Reform Act of 2018 (50 U.S.C. 4801 et seq.); or(vii) the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.); or(E) determined by the Secretary of Commerce, in consultation with the Secretary of Defense and the Director of National Intelligence, to be engaged in unauthorized conduct that is detrimental to the national security or foreign policy of the United States.
	(6) Foundation.--The term ``Foundation'' means the National Science Foundation.
	(7) Institution of higher education.--The term ``institution of higher education'' has the meaning given the term in section 101 of the Higher Education Act of 1965 (20 U.S.C. 1001).
	(8) National laboratory.--The term ``National Laboratory'' has the meaning given the term in section 2 of the Energy Policy Act of 2005 (42 U.S.C. 15801).
	(9) Recycling.--The term ``recycling'' means the process of collecting and processing spent materials and devices and turning the materials and devices into raw materials or components that can be reused either partially or completely.
	(10) Secondary recovery.--The term ``secondary recovery'' means the recovery of critical minerals and metals from discarded end-use products or from waste products produced during the metal refining and manufacturing process, including from mine waste piles, acid mine drainage sludge,
or byproducts produced through legacy mining and metallurgy activities.
",,"Defines terms related to critical minerals mining, recycling, foreign entities of concern, and relevant institutions.",false,false,false,false,true
56,2,"(b) Critical Minerals Mining and Recycling Research and Development.--
	(1) In general.--In order to support supply chain resiliency, the Secretary, in coordination with the Director, shall issue awards, on a competitive basis, to eligible entities described in paragraph (2) to support basic research that will accelerate innovation to advance critical minerals mining, recycling, and reclamation strategies and technologies for the purposes of--
		(A) making better use of domestic resources; and
		(B) eliminating national reliance on minerals and mineral materials that are subject to supply disruptions.
	(2) Eligible entities.--Entities eligible to receive an award under paragraph (1) are the following:
		(A) Institutions of higher education.
		(B) National Laboratories.
		(C) Nonprofit organizations.
		(D) Consortia of entities described in subparagraphs (A) through (C), including consortia that collaborate with private industry.",,"Issues awards for research to advance critical minerals mining, recycling, and reclamation, enhancing supply chain resiliency.",false,false,false,false,true
56,3,"	(3) Use of funds.--Activities funded by an award under this section may include--
		(A) advancing mining research and development activities to develop new mapping and mining technologies and techniques, including advanced critical mineral extraction and production--
			(i) to improve existing, or to develop new, supply chains of critical minerals; and
			(ii) to yield more efficient, economical, and environmentally benign mining practices;
		(B) advancing critical mineral processing research activities to improve separation, alloying, manufacturing, or recycling techniques and technologies that can decrease the energy intensity, waste, potential environmental impact, and costs of those activities;
		(C) advancing research and development of critical minerals mining and recycling technologies that take into account the potential end-uses and disposal of critical minerals, in order to improve end-to-end integration of mining and technological applications;
		(D) conducting long-term earth observation of reclaimed mine sites, including the study of the evolution of microbial diversity at those sites;
		(E) examining the application of artificial intelligence for geological exploration of critical minerals, including what size and diversity of data sets would be required;
		(F) examining the application of machine learning for detection and sorting of critical minerals, including what size and diversity of data sets would be required;
		(G) conducting detailed isotope studies of critical minerals and the development of more refined geologic models; or(H) providing training and research opportunities to undergraduate and graduate students to prepare the next generation of mining engineers and researchers.
		",,"Funds advance mining technology, improve mineral processing, integrate AI, and support student training in mining.",false,false,false,false,true
56,4,"(c) Critical Minerals Interagency Subcommittee.--
	(1) In general.--In order to support supply chain resiliency, the Critical Minerals Subcommittee of the National Science and Technology Council (referred to in this subsection as the ``Subcommittee'') shall coordinate Federal science and technology efforts to ensure secure and reliable supplies of critical minerals to the United States.
	(2) Purposes.--The purposes of the Subcommittee shall be--
		(A) to advise and assist the National Science and Technology Council, including the Committee on Homeland and National Security of the National Science and Technology Council, on United States policies, procedures, and plans relating to critical minerals, including--
			(i) Federal research, development, and deployment efforts to optimize methods for extractions, concentration, separation, and purification of conventional, secondary, and unconventional sources of critical minerals, including research that prioritizes end-to-end integration of mining and recycling techniques and the end-use target for critical minerals;
			(ii) efficient use and reuse of critical minerals, including recycling technologies for critical minerals and the reclamation of critical minerals from components, such as spent batteries;
			(iii) addressing the technology transitions between research or lab-scale mining and recycling and commercialization of these technologies;
			(iv) the critical minerals workforce of the United States; and
			(v) United States private industry investments in innovation and technology transfer from federally funded science and technology;
		(B) to identify emerging opportunities, stimulate international cooperation, and foster the development of secure and reliable supply chains of critical minerals, including activities relating to the reuse of critical minerals via recycling;
		(C) to ensure the transparency of information and data related to critical minerals; and
		(D) to provide recommendations on coordination and collaboration among the research, development, and deployment programs and activities of Federal agencies to promote a secure and reliable supply of critical minerals necessary to maintain national security, economic well-being, and industrial production.",,"Coordinates Federal efforts to ensure secure critical mineral supplies, advises on policies, and fosters international cooperation.",false,false,false,false,true
56,5,"	(3) Responsibilities.--In carrying out paragraphs (1) and (2), the Subcommittee may, taking into account the findings and recommendations of relevant advisory committees--
		(A) provide recommendations on how Federal agencies may improve the topographic, geologic, and geophysical mapping of the United States and improve the discoverability, accessibility, and usability of the resulting and existing data, to the extent permitted by law and subject to appropriate limitation for purposes of privacy and security;
		(B) assess the progress toward developing critical minerals recycling and reprocessing technologies;
		(C) assess the end-to-end lifecycle of critical minerals, including for mining, usage, recycling, and end-use material and technology requirements;
		(D) examine, and provide recommendations for, options for accessing and developing critical minerals through investment and trade with allies and partners of the United States;
		(E) evaluate and provide recommendations to incentivize the development and use of advances in science and technology in the private industry;
		(F) assess the need for, and make recommendations to address, the challenges the United States critical minerals supply chain workforce faces, including--
			(i) aging and retiring personnel and faculty;
			(ii) public perceptions about the nature of mining and mineral processing; and
			(iii) foreign competition for United States talent;
		(G) develop, and update as necessary, a strategic plan to guide Federal programs and activities to enhance--
			(i) scientific and technical capabilities across critical mineral supply chains, including a roadmap that identifies key research and development needs and coordinates ongoing activities for source diversification, more efficient use, recycling, and substitution for critical minerals; and
			(ii) cross-cutting mining science, data science techniques, materials science, manufacturing science and engineering, computational modeling, and environmental health and safety research and development; and
		(H) report to the appropriate committees of Congress on activities and findings under this subsection.
	(4) Mandatory responsibilities.--In carrying out paragraphs (1) and (2), the Subcommittee shall, taking into account the findings and recommendations of relevant advisory committees, identify and evaluate Federal policies and regulations that restrict the mining of critical minerals.
",,"Provides recommendations for improving mapping, assesses critical minerals technologies, and evaluates supply chain workforce challenges.",false,false,false,false,true
56,6,"(d) Grant Program for Processing of Critical Minerals and Development of Critical Minerals and Metals.--
	(1) Establishment.--The Secretary, in consultation with the Director, the Secretary of the Interior, and the Secretary of Commerce, shall establish a grant program to finance pilot projects for--
		(A) the processing or recycling of critical minerals in the United States; or (B) the development of critical minerals and metals in the United States
	(2) Limitation on grant awards.--A grant awarded under paragraph (1) may not exceed $10,000,000.
	(3) Economic viability.--In awarding grants under paragraph (1), the Secretary shall give priority to projects that the Secretary determines are likely to be economically viable over the long term.
	(4) Secondary recovery.--In awarding grants under paragraph (1), the Secretary shall seek to award not less than 30 percent of the total amount of grants awarded during the fiscal year for projects relating to secondary recovery of critical minerals and metals.
	(5) Domestic priority.--In awarding grants for the development of critical minerals and metals under paragraph (1)(B), the Secretary shall prioritize pilot projects that will process the critical minerals and metals domestically.
	(6) Prohibition on processing by foreign entity of concern.--In awarding grants under paragraph (1), the Secretary shall ensure that pilot projects do not export for processing any critical minerals and metals to a foreign entity of concern.
	(7) Authorization of appropriations.--There is authorized to be appropriated to the Secretary to carry out the grant program established under paragraph (1) $100,000,000 for each of fiscal years 2021 through 2024.",,"Establishes a grant program for U.S. critical minerals processing, prioritizing economic viability and domestic projects.",false,false,false,false,true
57,1,"SEC. 40433. DIGITAL CLIMATE SOLUTIONS REPORT.

(a) In General.--Not later than 1 year after the date of enactment of this Act, the Secretary, in consultation with appropriate Federal agencies and relevant stakeholders, shall submit to the Committee on Energy and Natural Resources of the Senate and the Committee on Energy and Commerce of the House of Representatives a report that assesses using digital tools and platforms as climate solutions, including--
	(1) artificial intelligence and machine learning;
	(2) blockchain technologies and distributed ledgers;
	(3) crowdsourcing platforms;
	(4) the Internet of Things;
	(5) distributed computing for the grid; and
	(6) software and systems.

(b) Contents.--The report required under subsection (a) shall include--
	(1) as practicable, a full inventory and assessment of digital climate solutions;
	(2) an analysis of how the private sector can utilize the digital tools and platforms included in the inventory under paragraph (1) to accelerate digital climate solutions; and
	(3) a summary of opportunities to enhance the standardization of voluntary and regulatory climate disclosure protocols, including enabling the data to be disseminated through an application programming interface that is accessible to the public.",,"Requires the Secretary to report on digital tools for climate solutions, including AI and blockchain.",false,false,false,false,true
