AGORA ID,Official name,Casual name,Link to document,Authority,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
2,"National Defense Authorization Act for Fiscal Year 2022, Section 226 (""Review of artificial intelligence applications and establishment of performance metrics"")","FY2022 NDAA, Section 226 (""Review of artificial intelligence applications and establishment of performance metrics"")",https://www.congress.gov/bill/117th-congress/senate-bill/1605/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2021-12-27,,true,true,true,false,"Instructs the Secretary of Defense to review, and establish metrics and objectives for, the potential integration of artificial intelligence into Department of Defense platforms, processes, and operations.","Directs the Secretary of Defense to study potential applications of artificial intelligence to Department of Defense platforms, processes, and operations, and to establish related metrics and objectives.

Specifies study and metric requirements related to AI-related skill gaps; modernization activities; exercises, wargames, and experimentation; logistics and sustainment; and business operations.

Requires the Secretary to report to Congress within 120 days after completion of the required study.","Strategies: Evaluation;Strategies: Government study or report;Strategies: Governance development;Strategies: Performance requirements;Applications: Medicine, life sciences and public health;Applications: Transportation;Applications: Consumer goods;Applications: Sales, retail, and customer relations;Applications: Business services and analytics;Applications: Government: military and public safety",false,2024-04-12,https://www.congress.gov/bill/117th-congress/senate-bill/1605/text,false,,,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,"National Defense Authorization Act for Fiscal Year 2022, Section 227 (""Modification of the joint common foundation program"")","FY2022 NDAA, Section 227 (""Modification of the joint common foundation program"")",https://www.congress.gov/bill/117th-congress/senate-bill/1605/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2021-12-27,,true,true,true,false,"Instructs the Secretary of Defense to modify the Joint Common Foundation Program. This is to ensure greater support to Department of Defense (DoD) components by increasing the number of AI companies eligible to provide support, and making it easier for DoD components to more easily contract with commercial AI companies. ","Instructs the Secretary of Defense to modify the Joint Common Foundation Program and to ensure that the Department of Defense (DoD) can more easily contract with commercial AI companies for better support in efficiently developing new capabilities and applications. 

Instructs the Secretary of Defense to facilitate an increase in the number of eligible commercial AI companies to support DoD components, including cybersecurity processes.

",Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Government support;Strategies: Convening;Applications: Government: other applications/unspecified,false,2024-04-12,https://www.congress.gov/bill/117th-congress/senate-bill/1605/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,"National Defense Authorization Act for Fiscal Year 2022, Section 232 (""Pilot program on data repositories to facilitate the development of artificial intelligence capabilities for the Department of Defense"")","FY2022 NDAA, Section 232 (""Pilot program on data repositories to facilitate the development of artificial intelligence capabilities for the Department of Defense"")",https://www.congress.gov/bill/117th-congress/senate-bill/1605/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2021-12-27,,true,true,true,false,Allows the Secretary of Defense to establish repositories of Department of Defense datasets relevant to AI development.,"Allows the Secretary of Defense to carry out a pilot program under which the Secretary establishes repositories of Department of Defense datasets relevant to AI development.

Requires data in the potential repositories to be accessible to appropriate public and private organizations for purposes of software and AI technology development for DoD procurement.

Requires repositories to include tools for correcting errors and gaps in data and evaluate model performance.

Requires the Secretary to report to Congress within 270 days after enactment whether the Secretary will, will not, or already has carried out the program.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Pilots and testbeds;Applications: Government: military and public safety,false,2024-04-12,https://www.congress.gov/bill/117th-congress/senate-bill/1605/text,false,,,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 212 (""Clarification of role of senior official with principal responsibility for artificial intelligence and machine learning"")","FY2023 NDAA, Section 212 (""Clarification of role of senior official with principal responsibility for artificial intelligence and machine learning"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,Makes various technical amendments largely pertaining to modification of titles of senior officials with duties relevant to artificial intelligence.,Makes various technical amendments largely pertaining to modification of titles of senior officials with duties relevant to artificial intelligence.,Strategies: Evaluation;Strategies: Government support: AI workforce-related;Strategies: Pilots and testbeds;Applications: Security;Applications: Government: military and public safety,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 1513 (""Establishing projects for data management, artificial intelligence, and digital solutions"")","FY2023 NDAA, Section 1513 (""Establishing projects for data management, artificial intelligence, and digital solutions"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Instructs the Deputy Secretary of Defense to establish projects for data management, artificial intelligence, and digital solutions, and to assign responsibilities for the execution and funding of the projects. ","Instructs the Deputy Secretary of Defense to establish projects for data management, artificial intelligence, and digital solutions for business efficiency and war-fighting capabilities intended to accelerate decision advantage.

Instructs the Deputy Secretary to task senior DOD officials with developing an actionable plan to integrate various AI applications into government operational environments, and to boost the population of government personnel with AI expertise.",Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Evaluation;Strategies: Evaluation: Adversarial testing;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: AI workforce-related;Applications: Business services and analytics;Applications: Government: military and public safety,false,2024-04-12,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 1554 (""Roadmap and implementation plan for cyber adoption of artificial intelligence"")","FY2023 NDAA, Section 1554 (""Roadmap and implementation plan for cyber adoption of artificial intelligence"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Requires the Commander of the United States Cyber Command and the Chief Information Officer of the Department of Defense to develop a five-year implementation plan for rapidly adopting and acquiring artificial intelligence systems to support the Department of Defense.

","Requires the Commander of the United States Cyber Command and the Chief Information Officer of the Department of Defense to develop a five-year implementation plan for rapidly adopting artificial intelligence systems to support the Department of Defense. 

The plan shall: 

(a) Identify and prioritize AI systems and data that currently affect, or may benefit in the future, the Department's cybersecurity and cyber operations. 

(b) Lay out a plan to acquire AI systems and data identified in part (a).

(c) Identify relevant skill deficiencies.

(d) Identify opportunities to solicit AI system operator feedback.

(e) Identify and address long term technology gaps for the Department's cyber war fighting mission.

(f) Evaluate the risks posed by adversary AI-based attacks.

(g) Furnish a timeline with target milestones, investments, and required expenditures.
 
(h) Incorporate metrics to evaluate AI adoption.

(i) Identify further funding, authorities, and policies that may be necessary.

(j) Define a maturity model describing desired cyber capabilities independent of specific technology solutions.






",Strategies: Evaluation;Strategies: Government study or report;Strategies: Convening;Strategies: Governance development;Applications: Government: military and public safety,false,2024-04-12,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6702 (""Additional responsibilities of Director of National Intelligence for artificial intelligence policies, standards, and guidance for the intelligence community"")","FY2023 NDAA, Section 6702 (""Additional responsibilities of Director of National Intelligence for artificial intelligence policies, standards, and guidance for the intelligence community"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Requires the Director of National Intelligence and intelligence heads, to review and establish AI-related policies, aiming to boost AI adoption in the intelligence community.","Creates a new institution to govern, investigate, advise, produce, or otherwise act in relation to AI.

Requires the Director of National Intelligence and intelligence heads, to review and establish AI-related policies, aiming to boost AI adoption in the intelligence community.

Requires the heads of the elements of the Intelligence Community to ensure established or updated policies are consistent with the principles outlined in the guidance of the Office of the Director of National Intelligence.

Avails budget guidance to the heads of the intelligence community for developing the National Intelligence Program budget to facilitate the acquisition, development, use, and maintenance of element-specific artificial intelligence capabilities.

Instructs each lead and the Director of National Intelligence to identify a senior official within the element to serve as the designated element lead responsible for coordinating AI efforts.

Addresses government support for AI-related development activities.",Risk factors: Reliability;Risk factors: Security;Strategies: Evaluation;Strategies: Government support;Strategies: Government support: For R&D;Strategies: New institution;Applications: Security;Applications: Government: military and public safety,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6717 (""Policy on required user adoption metrics in certain contracts for artificial intelligence and emerging technology software products"")","FY2023 NDAA, Section 6717 (""Policy on required user adoption metrics in certain contracts for artificial intelligence and emerging technology software products"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Instructs the Director of National Intelligence to establish a policy regarding user adoption metrics for contracts and other agreements for the procurement of AI and emerging technology software products.
      
","Authorizes government support for AI-related activities

Instructs the Director of National Intelligence to establish a policy regarding user adoption metrics for contracts and other agreements for the procurement AI and emerging technology software products.

Requires an evaluation of AI systems, or of broader systems or processes that involve AI.

Requires each contract or agreement to include an understanding of the anticipated use of the covered AI or emerging technology product with a clear metric for success, for collecting user adoption metrics and for assessing the adoption of the covered product by such users.

Requires that prior to the procurement of, or the continuation of the use of, any AI and emerging technology product procured by the head of an element of the intelligence community, the head must determine a method for assessing the success of the covered product from user adoption metrics.

",Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Government study or report;Strategies: Government support;Strategies: Governance development;Applications: Government: military and public safety,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6721 (""Reports on integration of artificial intelligence within intelligence community"")","FY2023 NDAA, Section 6721 (""Reports on integration of artificial intelligence within intelligence community"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Requires all designated element lead in the intelligence community to submit a report detailing their efforts in developing, acquiring, adopting, and maintaining artificial intelligence for enhancing intelligence collection, analysis, and internal workflows.


","
Addresses government support for AI-related research and development activities, the development of the AI workforce, including education and training in AI-related disciplines.

Requires a description of all authorities related to artificial intelligence use.

Requires a stipulation of element’s roles, responsibilities, and authorities for accelerating AI adoption.

Requires an evaluation of efforts to enhance intelligence capabilities through AI.

Requires a progress of each intelligence element in AI adoption.

Requires details of contracts with small or medium-sized emerging tech companies for AI products.

Requires details of positions established or filled within the element.

Requires a description of Intelligence community policies related to AI adoption and compliance assessments by elements.

Necessitates recommendations for efficient AI adoption in the intelligence community, considering technological advances.

Requires an overview of foreign adversaries' AI advances and steps to ensure U.S. outpaces them.

Requires an identification of resource or authority gaps and administrative or technical barriers to AI adoption.
require

",Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Governance development;Strategies: Performance requirements;Applications: Government: military and public safety,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6723 (""Requirements and report on workforce needs of intelligence community relating to science, technology, engineering, and math, and related areas"")","FY2023 NDAA, Section 6723 (""Requirements and report on workforce needs of intelligence community relating to science, technology, engineering, and math, and related areas"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Requires the Director of National Intelligence, in coordination with the heads of human capital from each element of the intelligence community, to develop a plan for the recruitment and retention of personnel to integrate, maintain or use artificial intelligence and other emerging technology solutions","Instructs the Director of National Intelligence to submit a single report on the workforce needs of each element of the intelligence community relating to emerging technologies, with a specific focus on artificial intelligence.
        
Requires a list of personnel in work roles whose primary official duties include artificial intelligence responsibilities.
          
Requires an assessment of the quality and sustainability of the talent pipeline of the intelligence community with respect to talent in emerging technologies, including artificial intelligence. 

Requires a description of the education, recruitment, and retention programs personnel of the intelligence community.

Requires an assessment of any gaps in authorities, resources, recruitment or retention incentives, skills-based training, or educational programs, that may negatively affect the quality or sustainability of such talent pipeline.
            


",Strategies: Government study or report;Strategies: Government support;Strategies: Government support: AI workforce-related;Applications: Government: military and public safety,false,2024-04-12,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6731 (""Report on establishment of technology acquisition cadre"")","FY2023 NDAA, Section 6731 (""Report on establishment of technology acquisition cadre"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Mandates the Director of National Intelligence to submit a feasibility report which establishes a cadre of experts in emerging technologies and software development, including systems to improve the adoption of commercial solutions for emerging technologies, particularly relating to artificial intelligence.","Mandates the Director of National Intelligence to submit a feasibility report on establishing a cadre of experts in emerging technologies.

Requires such cadre to accelerate the adoption of emerging technologies.

Requires such cadre to assist with software development and develop training requirements for acquisition professionals.

Requires an assessment of whether the establishment of the cadre would necessitate additional statutory authorities or resources, including to recruit, hire, and retain the talent and expertise needed to establish the cadre; and the benefits, risks, and costs of establishing a cadre.

Addresses the acquisition of a plan for implementation of the cadre, including the proposed size of the cadre, its management, and organization.

",Strategies: Evaluation;Strategies: Government study or report;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Governance development;Strategies: New institution;Applications: Government: military and public safety,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6742 (""Code-free artificial intelligence enablement tools policy"")","FY2023 NDAA, Section 6742 (""Code-free artificial intelligence enablement tools policy"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Instructs the heads of the elements of the intelligence community to draft a potential policy to promote the intelligence community-wide use of code-free artificial intelligence enablement tools.
","Instructs the heads of the elements of the intelligence community to draft a policy to promote the intelligence community-wide use of code-free artificial intelligence enablement tools.

Requires the given policy to include the objectives and a set of incentives for using code-free artificial intelligence enablement tools.

Instructs the intelligence community to devise a plan to ensure coordination and consideration in designating an official of each element of the intelligence community to oversee implementation of the policy.

Requires an assessment of the personnel and funding requirements, and any other resource requirements, that would be necessary to implement the draft policy in the given timeline.",Strategies: Government support;Strategies: Government support: For R&D;Strategies: New institution;Applications: Government: military and public safety;Applications: Government: benefits and welfare,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,Advancing American Artificial Intelligence Act,Advancing American Artificial Intelligence Act,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies,Enacted,2022-12-23,,true,true,true,false,Encourages AI-related programs and initiatives to enhance US competitiveness and to promote greater AI adoption across the Federal Government. ,"Encourages AI-related programs and initiatives to enhance the competitiveness of the US based on innovation and entrepreneurialism. 

Promotes modernized business practices and advanced technologies aligned with US values, including protection of privacy, civil rights and civil liberties across the Federal Government.

Defines the term ""artificial intelligence system"".

Instructs the Secretary of Homeland Security, Chief Procurement Officer, Chief Information Officer, Chief Privacy Officer, and the Officer for Civil Rights and Civil Liberties of the Department to work together on policies for acquiring AI and considering the risks of AI.

Instructs the Inspector General to identify training and investments to enable the employees of the Office of the Inspector General to advance their understanding of AI and its usage.

Instructs Director of the Office of Management and Budget to develop guidance for policies for AI use in government, with inputs from both government agencies and non-governmental actors. 

Requests the Director of the Office of Management and Budget to brief congressional committees on the activities carried out under this Act. ",Risk factors: Privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Governance development;Applications: Government: other applications/unspecified,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,20,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11226 (""Artificial intelligence strategy"")","FY2023 NDAA, Section 11226 (""Artificial intelligence strategy"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Requires the Commandant of the Coast Guard to coordinate AI-related activities, designate an senior Coast Guard official responsible for AI, and (through the designated official) develop a strategic plan for AI","Requires the Commandant of the Coast Guard to coordinate activities and data related to identifying, demonstrating and deploying AI technology.

Requires the Commandant to designate a senior Coast Guard official responsible for identifying, demonstrating and deploying AI technology and for convening other Coast Guard officials for AI-related purposes.

Requires the designated official to develop, and submit within two years, a strategic plan for identifying, demonstrating and deploying AI technology.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Applications: Government: military and public safety;Applications: Government: judicial and law enforcement,false,2024-04-12,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,3,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11227 (""Review of artificial intelligence applications and establishment of performance metrics"")","FY2023 NDAA, Section 11227 (""Review of artificial intelligence applications and establishment of performance metrics"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,"Instructs the Commandant of the Coast Guard to review, identify necessary resources for, and establish metrics and objectives for the potential integration of artificial intelligence into Coast Guard platforms, processes, and operations.","Directs the Commandant of the Coast Guard to study potential applications of artificial intelligence and to identify resources necessary to improve the use of artificial intelligence in Coast Guard platforms, processes, and operations; instructs the Commandant to establish related metrics and objectives.

Requires that the Commandant assess AI-related skill gaps and civilian and military personnel qualification and establish related metrics.

Requires that the Commandant establish performance objectives and accompanying metrics of specified AI-related modernization activities.
 
Requires the Commandant to report to Congress within 180 days after completion of the required review.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Governance development;Strategies: Performance requirements;Applications: Business services and analytics;Applications: Government: military and public safety;Applications: Government: judicial and law enforcement,false,2024-04-12,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,4,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 162 (""Assessment and strategy for fielding capabilities to counter threats posed by unmanned aerial system swarms"")","FY2023 NDAA, Section 162 (""Assessment and strategy for fielding capabilities to counter threats posed by unmanned aerial system swarms"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,United States Congress,U.S. federal laws;Enacted laws and policies;NDAA provisions,Enacted,2022-12-23,,true,true,true,false,Directs the Secretary of Defense to assess the threats and national security implications of unmanned aerial system swarms and review the capabilities of the Defense Department to counter these threats. Directs the Secretary of Defense to develop a strategy to field capabilities to counter threats posed by unmanned aerial system swarms and report the assessment findings and strategy to the congressional defense committees.,"Directs the Secretary of Defense to assess threats posed by unmanned aerial system swarms to installations and deployed Armed Forces, the use of these swarms by adversaries and their national security implications such as autonomous intelligence and machine learning, current capabilities of the Defense Department and their effectiveness in countering these threats, and efforts by the Defense Department to develop and field technology that can counter swarms.

Directs the Secretary of Defense to develop and implement a strategy to field capabilities to counter threats from unmanned aerial system swarms. The strategy should define ""unmanned aerial system swarm,"" outline plans for developing, testing, fielding, and acquiring capabilities to counter swarms, estimate resources needed by each Armed Force to implement the strategy, and determine the legislative action necessary for the Defense Department to counter swarm threats.

Directs the Secretary of Defense to consider incorporating the strategy into a comprehensive strategy to defend against unmanned aerial systems and to report the assessment findings and strategy to the congressional defense committees within 270 days.
",Harms: Harm to health/safety;Harms: Harm to infrastructure;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Post-market monitoring;Strategies: Government study or report;Strategies: Governance development;Applications: Government: military and public safety,false,2024-06-21,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
